timestamp,smokeLevel,tempCeiling
2026-09-22T13:10:00,428.3,24.4
2026-09-22T13:15:00,381.3,25.8
2026-09-22T13:20:00,357.7,22.2
2026-09-22T13:25:00,491.1,22.8
2026-09-22T13:30:00,326.6,23.5
2026-09-22T13:35:00,379.5,20.6
2026-09-22T13:40:00,385.6,23.2
2026-09-22T13:45:00,343.4,22.2
2026-09-22T13:50:00,379.6,24.5
2026-09-22T13:55:00,470.7,25.2
2026-09-22T14:00:00,366.4,23.0
2026-09-22T14:05:00,306.8,25.5
2026-09-22T14:10:00,466.9,23.0
2026-09-22T14:15:00,375.9,24.7
2026-09-22T14:20:00,482.0,24.2
2026-09-22T14:25:00,310.6,25.2
2026-09-22T14:30:00,327.9,25.6
2026-09-22T14:35:00,422.1,20.1
2026-09-22T14:40:00,463.9,21.6
2026-09-22T14:45:00,448.0,21.8
2026-09-22T14:50:00,430.3,24.7
2026-09-22T14:55:00,499.2,24.2
2026-09-22T15:00:00,446.2,20.2
2026-09-22T15:05:00,442.1,21.8
2026-09-22T15:10:00,471.8,25.5
2026-09-22T15:15:00,424.6,24.4
2026-09-22T15:20:00,428.3,25.4
2026-09-22T15:25:00,311.7,21.4
2026-09-22T15:30:00,492.1,24.3
2026-09-22T15:35:00,343.8,23.2
2026-09-22T15:40:00,449.2,23.5
2026-09-22T15:45:00,442.7,24.9
2026-09-22T15:50:00,420.6,22.9
2026-09-22T15:55:00,400.9,20.3
2026-09-22T16:00:00,427.0,20.2
2026-09-22T16:05:00,441.4,25.2
2026-09-22T16:10:00,317.2,25.6
2026-09-22T16:15:00,316.9,21.7
2026-09-22T16:20:00,333.6,23.2
2026-09-22T16:25:00,351.9,24.8
2026-09-22T16:30:00,399.8,23.5
2026-09-22T16:35:00,461.4,25.0
2026-09-22T16:40:00,328.8,24.9
2026-09-22T16:45:00,342.4,22.3
2026-09-22T16:50:00,443.5,24.6
2026-09-22T16:55:00,363.4,25.6
2026-09-22T17:00:00,316.8,20.2
2026-09-22T17:05:00,361.7,20.6
2026-09-22T17:10:00,448.5,25.3
2026-09-22T17:15:00,498.2,21.8
2026-09-22T17:20:00,496.8,21.3
2026-09-22T17:25:00,470.7,22.1
2026-09-22T17:30:00,304.5,22.6
2026-09-22T17:35:00,315.8,25.7
2026-09-22T17:40:00,403.2,20.8
2026-09-22T17:45:00,444.9,24.6
2026-09-22T17:50:00,486.3,24.3
2026-09-22T17:55:00,354.5,21.2
2026-09-22T18:00:00,450.0,20.1
2026-09-22T18:05:00,332.4,25.2
2026-09-22T18:10:00,416.5,24.0
2026-09-22T18:15:00,312.2,24.0
2026-09-22T18:20:00,475.3,21.5
2026-09-22T18:25:00,358.8,21.8
2026-09-22T18:30:00,422.6,22.4
2026-09-22T18:35:00,333.6,22.1
2026-09-22T18:40:00,306.3,25.5
2026-09-22T18:45:00,456.0,25.1
2026-09-22T18:50:00,472.1,22.4
2026-09-22T18:55:00,426.6,24.0
2026-09-22T19:00:00,349.7,23.8
2026-09-22T19:05:00,484.0,24.1
2026-09-22T19:10:00,467.9,21.7
2026-09-22T19:15:00,356.9,22.6
2026-09-22T19:20:00,355.4,22.5
2026-09-22T19:25:00,425.6,24.0
2026-09-22T19:30:00,335.3,21.4
2026-09-22T19:35:00,471.8,22.4
2026-09-22T19:40:00,337.3,22.1
2026-09-22T19:45:00,363.8,25.5
2026-09-22T19:50:00,402.9,21.1
2026-09-22T19:55:00,308.5,24.2
2026-09-22T20:00:00,408.5,22.7
2026-09-22T20:05:00,464.3,23.3
2026-09-22T20:10:00,462.0,24.0
2026-09-22T20:15:00,445.9,25.8
2026-09-22T20:20:00,392.8,25.9
2026-09-22T20:25:00,460.0,25.1
2026-09-22T20:30:00,355.3,23.9
2026-09-22T20:35:00,364.2,23.3
2026-09-22T20:40:00,313.6,25.1
2026-09-22T20:45:00,414.0,23.3
2026-09-22T20:50:00,396.7,25.2
2026-09-22T20:55:00,460.3,20.9
2026-09-22T21:00:00,435.5,23.8
2026-09-22T21:05:00,378.7,25.8
2026-09-22T21:10:00,411.9,22.7
2026-09-22T21:15:00,354.9,20.6
2026-09-22T21:20:00,449.3,22.1
2026-09-22T21:25:00,498.4,22.6
2026-09-22T21:30:00,449.0,22.9
2026-09-22T21:35:00,345.2,21.9
2026-09-22T21:40:00,375.0,25.9
2026-09-22T21:45:00,369.5,23.2
2026-09-22T21:50:00,306.7,22.8
2026-09-22T21:55:00,436.2,23.8
2026-09-22T22:00:00,413.2,22.2
2026-09-24T06:00:00,383.0,25.5
2026-09-24T06:05:00,349.6,21.9
2026-09-24T06:10:00,390.3,22.4
2026-09-24T06:15:00,488.6,23.1
2026-09-24T06:20:00,327.9,20.5
2026-09-24T06:25:00,454.1,25.9
2026-09-24T06:30:00,451.4,23.1
2026-09-24T06:35:00,319.0,20.6
2026-09-24T06:40:00,387.8,24.5
2026-09-24T06:45:00,355.9,24.4
2026-09-24T06:50:00,330.4,23.8
2026-09-24T06:55:00,343.6,24.3
2026-09-24T07:00:00,458.4,25.6
2026-09-24T07:05:00,305.3,24.3
2026-09-24T07:10:00,399.7,24.2
2026-09-24T07:15:00,480.9,22.1
2026-09-24T07:20:00,475.0,22.9
2026-09-24T07:25:00,408.8,21.2
2026-09-24T07:30:00,322.5,22.7
2026-09-24T07:35:00,401.3,20.5
2026-09-24T07:40:00,434.9,22.8
2026-09-24T07:45:00,358.1,24.5
2026-09-24T07:50:00,377.8,22.0
2026-09-24T07:55:00,368.2,25.4
2026-09-24T08:00:00,397.6,25.0
2026-09-24T08:05:00,363.0,22.4
2026-09-24T08:10:00,409.3,21.8
2026-09-24T08:15:00,300.2,24.8
2026-09-24T08:20:00,397.4,20.8
2026-09-24T08:25:00,382.5,23.1
2026-09-24T08:30:00,404.8,20.5
2026-09-24T08:35:00,411.6,24.5
2026-09-24T08:40:00,409.2,25.5
2026-09-24T08:45:00,427.4,25.7
2026-09-24T08:50:00,474.7,23.0
2026-09-24T08:55:00,409.3,21.3
2026-09-24T09:00:00,473.5,20.6
2026-09-24T09:05:00,499.9,25.1
2026-09-24T09:10:00,464.3,23.2
2026-09-24T09:15:00,398.6,20.6
2026-09-24T09:20:00,365.7,23.9
2026-09-24T09:25:00,425.5,24.9
2026-09-24T09:30:00,470.0,21.4
2026-09-24T09:35:00,401.4,22.0
2026-09-24T09:40:00,484.7,25.6
2026-09-24T09:45:00,393.2,23.8
2026-09-24T09:50:00,498.9,24.4
2026-09-24T09:55:00,357.7,25.9
2026-09-24T10:00:00,479.1,21.5
2026-09-24T10:05:00,431.2,22.1
2026-09-24T10:10:00,336.7,22.2
2026-09-24T10:15:00,306.8,22.9
2026-09-24T10:20:00,372.8,25.2
2026-09-24T10:25:00,401.2,25.8
2026-09-24T10:30:00,497.9,22.4
2026-09-24T10:35:00,343.5,21.6
2026-09-24T10:40:00,326.4,23.0
2026-09-24T10:45:00,396.2,25.8
2026-09-24T10:50:00,333.4,24.6
2026-09-24T10:55:00,456.9,23.5
2026-09-24T11:00:00,418.8,21.2
2026-09-24T11:05:00,376.5,23.4
2026-09-24T11:10:00,426.1,23.7
2026-09-24T11:15:00,1628.6,46.1
2026-09-24T11:20:00,1352.1,52.5
2026-09-24T11:25:00,1430.1,54.7
2026-09-24T11:30:00,2285.5,49.4
2026-09-24T11:35:00,2073.0,53.7
2026-09-24T11:40:00,1806.1,47.3
2026-09-24T11:45:00,1344.5,52.4
2026-09-24T11:50:00,2076.7,51.6
2026-09-24T11:55:00,2060.9,51.0
2026-09-24T12:00:00,1922.9,59.0
2026-09-24T12:05:00,1550.2,58.6
2026-09-24T12:10:00,1488.7,53.6
2026-09-24T12:15:00,440.3,25.4
2026-09-24T12:20:00,348.7,23.8
2026-09-24T12:25:00,347.7,25.6
2026-09-24T12:30:00,391.2,23.0
2026-09-24T12:35:00,486.8,23.3
2026-09-24T12:40:00,455.3,23.2
2026-09-24T12:45:00,353.3,24.1
2026-09-24T12:50:00,358.3,22.0
2026-09-24T12:55:00,442.0,23.7
2026-09-24T13:00:00,464.1,20.0
2026-09-24T13:05:00,394.3,20.1
2026-09-24T13:10:00,449.9,25.9
2026-09-24T13:15:00,325.2,21.8
2026-09-24T13:20:00,443.8,21.0
2026-09-24T13:25:00,387.3,25.0
2026-09-24T13:30:00,314.0,20.3
2026-09-24T13:35:00,498.7,20.1
2026-09-24T13:40:00,461.8,22.7
2026-09-24T13:45:00,347.7,20.9
2026-09-24T13:50:00,400.6,23.1
2026-09-24T13:55:00,357.1,25.2
2026-09-24T14:00:00,332.1,22.4
2026-09-24T14:05:00,438.5,20.8
2026-09-24T14:10:00,454.6,22.8
2026-09-24T14:15:00,354.2,25.3
2026-09-24T14:20:00,323.8,25.3
2026-09-24T14:25:00,323.3,24.8
2026-09-24T14:30:00,488.5,21.0
2026-09-24T14:35:00,471.6,24.2
2026-09-24T14:40:00,474.9,22.4
2026-09-24T14:45:00,341.0,25.7
2026-09-24T14:50:00,383.7,23.5
2026-09-24T14:55:00,406.2,25.5
2026-09-24T15:00:00,353.3,24.5
2026-09-24T15:05:00,468.9,22.7
2026-09-24T15:10:00,433.8,24.8
2026-09-24T15:15:00,368.8,24.8
2026-09-24T15:20:00,446.4,23.5
2026-09-24T15:25:00,343.3,25.7
2026-09-24T15:30:00,467.7,24.8
2026-09-24T15:35:00,463.7,20.6
2026-09-24T15:40:00,318.6,20.8
2026-09-24T15:45:00,489.0,20.2
2026-09-24T15:50:00,409.1,24.0
2026-09-24T15:55:00,346.1,23.0
2026-09-24T16:00:00,409.8,22.7
2026-09-24T16:05:00,483.3,24.4
2026-09-24T16:10:00,376.9,20.5
2026-09-24T16:15:00,427.2,22.4
2026-09-24T16:20:00,450.6,25.5
2026-09-24T16:25:00,334.7,23.3
2026-09-24T16:30:00,381.6,23.8
2026-09-24T16:35:00,493.0,25.5
2026-09-24T16:40:00,495.2,20.7
2026-09-24T16:45:00,348.0,22.8
2026-09-24T16:50:00,391.5,23.7
2026-09-24T16:55:00,451.9,25.6
2026-09-24T17:00:00,480.3,21.2
2026-09-24T17:05:00,447.9,22.1
2026-09-24T17:10:00,338.7,25.7
2026-09-24T17:15:00,422.5,20.3
2026-09-24T17:20:00,315.0,22.1
2026-09-24T17:25:00,384.7,24.5
2026-09-24T17:30:00,422.6,22.0
2026-09-24T17:35:00,350.0,24.8
2026-09-24T17:40:00,462.1,20.3
2026-09-24T17:45:00,416.6,22.9
2026-09-24T17:50:00,493.6,22.4
2026-09-24T17:55:00,300.9,22.7
2026-09-24T18:00:00,476.8,20.8
2026-09-24T18:05:00,371.1,23.8
2026-09-24T18:10:00,335.8,24.5
2026-09-24T18:15:00,486.0,21.3
2026-09-24T18:20:00,449.8,23.6
2026-09-24T18:25:00,361.2,22.2
2026-09-24T18:30:00,461.2,25.0
2026-09-24T18:35:00,428.8,21.1
2026-09-24T18:40:00,325.4,24.8
2026-09-24T18:45:00,367.5,24.1
2026-09-24T18:50:00,428.8,25.3
2026-09-24T18:55:00,399.2,22.1
2026-09-24T19:00:00,441.4,23.1
2026-09-24T19:05:00,433.7,22.4
2026-09-24T19:10:00,319.2,20.1
2026-09-24T19:15:00,450.1,21.7
2026-09-24T19:20:00,466.8,20.1
2026-09-24T19:25:00,436.1,25.7
2026-09-24T19:30:00,430.5,23.3
2026-09-24T19:35:00,345.5,25.0
2026-09-24T19:40:00,318.6,23.6
2026-09-24T19:45:00,313.9,20.0
2026-09-24T19:50:00,350.9,23.3
2026-09-24T19:55:00,438.0,22.4
2026-09-24T20:00:00,493.3,21.2
2026-09-24T20:05:00,456.4,23.7
2026-09-24T20:10:00,337.4,23.5
2026-09-24T20:15:00,303.4,21.7
2026-09-24T20:20:00,397.1,21.0
2026-09-24T20:25:00,327.8,25.0
2026-09-24T20:30:00,490.0,25.7
2026-09-24T20:35:00,330.3,24.6
2026-09-24T20:40:00,401.9,22.6
2026-09-24T20:45:00,438.3,24.9
2026-09-24T20:50:00,302.3,24.0
2026-09-24T20:55:00,478.7,25.8
2026-09-24T21:00:00,323.4,21.5
2026-09-24T21:05:00,370.4,20.6
2026-09-24T21:10:00,461.0,20.8
2026-09-24T21:15:00,436.6,25.3
2026-09-24T21:20:00,332.6,24.8
2026-09-24T21:25:00,463.8,20.9
2026-09-24T21:30:00,461.0,24.7
2026-09-24T21:35:00,350.7,25.4
2026-09-24T21:40:00,372.9,21.9
2026-09-24T21:45:00,421.8,24.3
2026-09-24T21:50:00,463.9,26.0
2026-09-24T21:55:00,357.2,20.8
2026-09-24T22:00:00,404.5,25.6
2026-09-25T06:00:00,382.5,24.6
2026-09-25T06:05:00,326.5,21.1
2026-09-25T06:10:00,348.5,26.0
2026-09-25T06:15:00,454.1,23.6
2026-09-25T06:20:00,346.2,21.4
2026-09-25T06:25:00,328.0,21.8
2026-09-25T06:30:00,497.2,20.1
2026-09-25T06:35:00,455.4,22.4
2026-09-25T06:40:00,331.4,24.7
2026-09-25T06:45:00,477.6,20.5
2026-09-25T06:50:00,365.5,20.6
2026-09-25T06:55:00,344.6,21.3
2026-09-25T07:00:00,420.1,23.4
2026-09-25T07:05:00,360.3,22.4
2026-09-25T07:10:00,369.1,22.7
2026-09-25T07:15:00,305.4,22.7
2026-09-25T07:20:00,388.9,20.0
2026-09-25T07:25:00,345.5,22.9
2026-09-25T07:30:00,400.9,25.7
2026-09-25T07:35:00,475.4,24.5
2026-09-25T07:40:00,473.2,23.4
2026-09-25T07:45:00,310.8,24.9
2026-09-25T07:50:00,385.0,24.7
2026-09-25T07:55:00,354.7,21.8
2026-09-25T08:00:00,352.5,21.5
2026-09-25T08:05:00,454.9,21.0
2026-09-25T08:10:00,332.6,22.4
2026-09-25T08:15:00,435.6,22.8
2026-09-25T08:20:00,322.9,23.9
2026-09-25T08:25:00,389.6,23.2
2026-09-25T08:30:00,380.4,25.8
2026-09-25T08:35:00,498.7,25.7
2026-09-25T08:40:00,402.1,24.5
2026-09-25T08:45:00,351.4,20.4
2026-09-25T08:50:00,314.8,22.0
2026-09-25T08:55:00,438.1,21.8
2026-09-25T09:00:00,474.6,25.7
2026-09-25T09:05:00,378.2,21.6
2026-09-25T09:10:00,317.7,21.0
2026-09-25T09:15:00,381.8,23.4
2026-09-25T09:20:00,436.5,25.6
2026-09-25T09:25:00,339.2,24.6
2026-09-25T09:30:00,472.2,21.4
2026-09-25T09:35:00,306.8,24.9
2026-09-25T09:40:00,409.0,25.7
2026-09-25T09:45:00,484.1,23.5
2026-09-25T09:50:00,445.0,25.9
2026-09-25T09:55:00,321.1,20.8
2026-09-25T10:00:00,378.4,22.3
2026-09-25T10:05:00,301.2,20.5
2026-09-25T10:10:00,357.7,22.1
2026-09-25T10:15:00,424.6,21.1
2026-09-25T10:20:00,416.0,24.6
2026-09-25T10:25:00,440.0,24.2
2026-09-25T10:30:00,474.1,20.1
2026-09-25T10:35:00,400.1,22.2
2026-09-25T10:40:00,360.4,25.0
2026-09-25T10:45:00,334.9,25.2
2026-09-25T10:50:00,412.3,23.6
2026-09-25T10:55:00,307.2,25.6
2026-09-25T11:00:00,495.2,23.4
2026-09-25T11:05:00,449.0,20.1
2026-09-25T11:10:00,443.0,22.6
2026-09-25T11:15:00,326.7,22.4
2026-09-25T11:20:00,420.8,24.9
2026-09-25T11:25:00,338.3,24.8
2026-09-25T11:30:00,385.8,21.9
2026-09-25T11:35:00,478.7,25.1
2026-09-25T11:40:00,314.7,24.6
2026-09-25T11:45:00,344.6,25.6
2026-09-25T11:50:00,310.0,21.8
2026-09-25T11:55:00,493.1,25.4
2026-09-25T12:00:00,375.6,21.9
2026-09-25T12:05:00,339.2,24.0
2026-09-25T12:10:00,320.9,24.8
2026-09-25T12:15:00,383.7,22.1
2026-09-25T12:20:00,341.5,25.6
2026-09-25T12:25:00,402.7,21.0
2026-09-25T12:30:00,416.0,24.7
2026-09-25T12:35:00,348.9,24.7
2026-09-25T12:40:00,463.8,22.6
2026-09-25T12:45:00,349.5,21.2
2026-09-25T12:50:00,440.9,23.4
2026-09-25T12:55:00,470.4,22.6
